"SCED.Time.Stamp","HSL","Telemetered.Resource.Status"
"11/6/2019 8:15",48.1,"ON"
"11/6/2019 8:30",39,"ON"
"11/6/2019 8:45",22.8,"ON"
"11/6/2019 9:00",15.9,"ON"
"11/6/2019 9:15",11,"ON"
"11/6/2019 9:30",12.7,"ON"
"11/6/2019 9:45",23.3,"ON"
"11/6/2019 10:00",45,"ON"
"11/6/2019 10:15",66.5,"ON"
"11/6/2019 10:30",107.5,"ON"
"11/6/2019 10:45",119.9,"ON"
"11/6/2019 11:00",58.4,"ON"
"11/6/2019 11:15",36.9,"ON"
"11/6/2019 11:30",27.9,"ON"
"11/6/2019 11:45",19.2,"ON"
"11/6/2019 12:00",39.9,"ON"
"11/6/2019 12:15",70.7,"ON"
"11/6/2019 12:30",69.7,"ON"
"11/6/2019 12:45",54.2,"ON"
"11/6/2019 13:00",53.2,"ON"
"11/6/2019 13:15",60.1,"ON"
"11/6/2019 13:30",69.5,"ON"
"11/6/2019 13:45",52.4,"ON"
"11/6/2019 14:00",44.7,"ON"
"11/6/2019 14:15",41.5,"ON"
"11/6/2019 14:30",65.7,"ON"
"11/6/2019 14:45",104.2,"ON"
"11/6/2019 15:00",140.1,"ON"
"11/6/2019 15:15",138.8,"ON"
"11/6/2019 15:30",140.4,"ON"
"11/6/2019 15:45",137.7,"ON"
"11/6/2019 16:00",109.5,"ON"
"11/6/2019 16:15",24,"ON"
"11/6/2019 16:30",0,"ON"
"11/6/2019 16:45",0,"ON"
"11/6/2019 17:00",0,"ON"
"11/6/2019 17:15",0,"ON"
"11/6/2019 17:30",7.5,"ON"
"11/6/2019 17:45",19,"ON"
"11/6/2019 18:00",31.4,"ON"
"11/6/2019 18:15",22.9,"ON"
"11/6/2019 18:30",39,"ON"
"11/6/2019 18:45",31.2,"ON"
"11/6/2019 19:00",31.6,"ON"
"11/6/2019 19:15",27,"ON"
"11/6/2019 19:30",3.9,"ON"
"11/6/2019 19:45",12.3,"ON"
"11/6/2019 20:00",16.1,"ON"
"11/6/2019 20:15",29.4,"ON"
"11/6/2019 20:30",61.2,"ON"
"11/6/2019 20:45",59.3,"ON"
"11/6/2019 21:00",39.4,"ON"
"11/6/2019 21:15",23.4,"ON"
"11/6/2019 21:30",32.7,"ON"
"11/6/2019 21:45",79.6,"ON"
"11/6/2019 22:00",34.3,"ON"
"11/6/2019 22:15",38.7,"ON"
"11/6/2019 22:30",41.8,"ON"
"11/6/2019 22:45",65,"ON"
"11/6/2019 23:00",45,"ON"
"11/6/2019 23:15",57.2,"ON"
"11/6/2019 23:30",76.2,"ON"
"11/6/2019 23:45",63.1,"ON"
"11/8/2019 0:00",1.7,"ON"
"11/8/2019 0:15",2,"ON"
"11/8/2019 0:30",0,"ON"
"11/8/2019 0:45",0.1,"ON"
"11/8/2019 1:00",0,"ON"
"11/8/2019 1:15",0,"ON"
"11/8/2019 1:30",0,"ON"
"11/8/2019 1:45",0,"ON"
"11/8/2019 2:00",0,"ON"
"11/8/2019 2:15",0,"ON"
"11/8/2019 2:30",0,"ON"
"11/8/2019 2:45",0,"ON"
"11/8/2019 3:00",0,"ON"
"11/8/2019 3:15",0,"ON"
"11/8/2019 3:30",0,"ON"
"11/8/2019 3:45",0,"ON"
"11/8/2019 4:00",0,"ON"
"11/8/2019 4:21",0,"ON"
"11/8/2019 5:07",0,"ON"
"11/8/2019 5:15",0,"ON"
"11/8/2019 5:30",0,"ON"
"11/8/2019 5:45",0,"ON"
"11/8/2019 6:00",0,"ON"
"11/8/2019 6:15",0,"ON"
"11/8/2019 6:30",0,"ON"
"11/8/2019 6:45",0,"ON"
"11/8/2019 7:00",0,"ON"
"11/8/2019 7:15",0,"ON"
"11/8/2019 7:30",0,"ON"
"11/8/2019 7:45",0,"ON"
"11/8/2019 8:00",0,"ON"
"11/8/2019 8:15",0,"ON"
"11/8/2019 8:30",0,"ON"
"11/8/2019 8:45",0,"ON"
"11/8/2019 9:00",0,"ON"
"11/8/2019 9:15",0,"ON"
"11/8/2019 9:30",0,"ON"
"11/8/2019 9:45",0,"ON"
"11/8/2019 10:00",0,"ON"
"11/8/2019 10:15",0,"ON"
"11/8/2019 10:30",0,"ON"
"11/8/2019 10:45",0,"ON"
"11/8/2019 11:00",0,"ON"
"11/8/2019 11:15",0,"ON"
"11/8/2019 11:30",0,"ON"
"11/8/2019 11:45",0,"ON"
"11/8/2019 12:00",5.8,"ON"
"11/8/2019 12:15",6.6,"ON"
"11/8/2019 12:30",6.7,"ON"
"11/8/2019 12:45",6.1,"ON"
"11/8/2019 13:00",2.9,"ON"
"11/8/2019 13:15",3.1,"ON"
"11/8/2019 13:30",3.2,"ON"
"11/8/2019 13:45",3.3,"ON"
"11/8/2019 14:00",3.9,"ON"
"11/8/2019 14:15",7.4,"ON"
"11/8/2019 14:30",5.4,"ON"
"11/8/2019 14:45",6.3,"ON"
"11/8/2019 15:00",3.5,"ON"
"11/8/2019 15:15",6.1,"ON"
"11/8/2019 15:30",10,"ON"
"11/8/2019 15:45",5.8,"ON"
"11/8/2019 16:00",9.3,"ON"
"11/8/2019 16:15",7.1,"ON"
"11/8/2019 16:30",10,"ON"
"11/8/2019 16:45",10.9,"ON"
"11/8/2019 17:00",8.8,"ON"
"11/8/2019 17:15",7.4,"ON"
"11/8/2019 17:30",8.8,"ON"
